Date nuforc,Time norc,City2,county norc,occupation,Summary
10/8/2020,23:09,Liverpool,Merseyside,,I was walking my dog very close to Liverpool john Lennon airport on the 10th of August 2020. I remember it was so strange as there was
8/8/2020,21:05,Ashford,Middlesex,,Bright white light in sky turning red
1/8/2020,01:00,Reading,Berkshire,,"Huge, triangular craft"
22/7/2020,00:10,Washington,Tyne ? Wear,,"UFO traveling from West to East, Washington,UK."
22/7/2020,00:10,Washington,Tyne ? Wear,,"UFO traveling from West to East, Washington,UK."
20/7/2020,22:00,Birmingham,West Midlands,,Bus sized craft moving overhead at about 20 miles an hour. Silent with rear facing triple powerful lights still in view 20 min
15/7/2020,20:00,BurystEdmunds,,,There’s no way these three craft were made by man.
13/7/2020,01:40,Swindon,Wiltshire,,"Bright light deploys some sort of Drone and disappears in mili-seconds, have recording of event"
1/7/2020,03:00,London,London,,"On July 1st 2020 i saw six, white pinpoint lights moving from west to east over east london. ((Starlink satellites?))"
23/6/2020,02:45,Tilbury,Essex,,The neighbour has a dogs both German Shepard's were howling as this happened and then they started to bark.
22/6/2020,01:27,Bedford,Bedfordshire,,((HOAX??)) Alien invasion possibility
21/6/2020,18:20,Dymchurch,,,Orb seen in sky
2/6/2020,02:53,BramptonBierlow,,,"It was like a orange fire ball, with white things kept coming out and going back in. Also the photos show an alien face looking over tr"
30/5/2020,20:40,NewBrighton,,,Was outside attempting to see dragon space-x flyby.and noticed a black spherical object flying westwards.roughly 15000ft in altitude .o
30/5/2020,20:40,Liverpool,Merseyside,,"Bright object changing shape, stationary + moving , rocket motor firings visible. Clear sunny evening."
30/5/2020,20:20,Glasgow,Glasgow,,"Was looking out for space x falcon flying past. 15 minutes after launch,but what I saw was an sphere shape object travelling from East"
29/5/2020,23:45,London,London,,3 Lights linear formation close together moving over and away with sharp vertical incline appeared and then a few seconds disappeared
28/5/2020,23:03,Wembley,Middlesex,,"Yellow light seen in the direction of Venus, moving right slowly across the sky before disappearing, reappeared consecutive night"
28/5/2020,01:03,London,Greater London,,Streak of light with irregular bounce caught on security camera with audible clack
24/5/2020,11:00,WednesburyWestmidlandsuk,,,Triangle type shape with colours type of lights red amber and bright white and green lights emitted from craft turned red before moving
21/5/2020,15:39,Bury,Lancashire,,White lights that were blinking and started moving in multiple directions before flying away.
18/5/2020,13:54,Chislehurst,,,"I was hoping to photo birds of prey ,but I noticed a thin grey pencil line in a clear sky ,so I took two photos on my phone ,when I loo"
16/5/2020,22:03,Ipswich,Suffolk,,UK sighting. Pulsating/ exploding orb which changes speed and direction
15/5/2020,00:00,York,North Yorkshire,,"Five dull lights flying through the clouds at speed,rigid v formation which made me believe it was lights from one vehicle untill a cou"
11/5/2020,00:00,Ipswich,Suffolk,,"High speed bullet shaped object with one bright light, which stopped and shot off horizontally."
22/4/2020,22:56,London,Greater London,,This object appeared over two evenings and was clear to the naked eye and I wanted to record what it was and captured some images
19/4/2020,22:10,Darlington,Co Durham,,Line of lights in the sky. ((Starlink satellites))
19/4/2020,21:40,Leicester,Leicestershire,,Looked out of bedroom window before turning in to bed and noticed 2 white stars close together but moving. ((Starlink satellites))
19/4/2020,20:00,Weymouth,Dorset,,Long line of star shaped objects in equal distance travelling across the sky from Se to Ne. ((Starlink satellites))
19/4/2020,10:15,Colchester,Essex,,"Silver tear drop shape, approx 1000ft up, either static or matching speed of moving traffic then shot off in split second. Instantly."
8/4/2020,22:00,Newcastle upon Tyne,Tyne & Wear,,"Silver/grey seemed to be slightly illuminated. It moved quickly but not in a streat line, sort of side to side then disappeard in to th"
29/3/2020,20:40,Bristol,Avon,,"Bright light first attracted us, followed by white dots in formation equally spaced apart. ((""Spacelink"" satellites??))"
16/3/2020,19:35,MiltonKeynes,,,"Trail of lights over Milton Keynes. ((""Starlink"" satellites??))"
15/3/2020,23:20,Colemore,,,long line of very mysterious looking lights seen on the ground in isolated farmland/countryside in rural location late at night
12/3/2020,04:45,Bexhill-On-Sea,East Sussex,,Loads of stars going across the night sky. ((Starlink satellites))
8/3/2020,05:00,London,London,,"Seen moving 'stars' all moving in the same direction, similar speed, same path across the sky. ((Spacelink satellites))"
26/2/2020,05:12,London,London,,Triangle shape partially cloaked or invisible craft with three large domed circular lights underneath
12/2/2020,06:03,Telford,Shropshire,,"In total in one straight line with the same distance between them. ((""Starlink"" satellites??))"
4/2/2020,05:30,London,London,,Line of white lights.
25/1/2020,18:12,Belfast,Belfast,,Very bright green and red lights.
21/1/2020,08:45,Peterhead,Aberdeenshire,,UFO over North Sea Punched Hole in Blue Sky.
11/1/2020,23:00,Dingwall,Ross-shire,,Orange ball of light.
10/1/2020,07:45,Bude,Cornwall,,"Large black craft hiding within thick, dark clouds"
10/1/2020,06:50,Bridgend,Mid Glamorgan,,"It was around 06:50 and as I carry out my morning routine, I went out the back garden to have a cigarette when the object caught my eye"
31/12/2019,18:15,KingstonuponHull,,,"There were 100 plus of them all in a perfect straight line. ((""Starlink"" satellites??))"
30/12/2019,21:50,ChewStoke,,,Star like light in sky changing directions and speeds frequently
29/12/2019,18:30,Longwick,,,"Just very strange just keaped coming didn’t think they were going to stop. ((""Starlink"" satellites??))"
29/12/2019,18:19,Liverpool,Merseyside,,"We saw about 15 lights in a straight line equal formation and moving in the same direction. ((""Starlink"" satellites??))"
14/12/2019,20:35,Wigan,Greater Manchester,,Cylindrical type object with coloured lights.
5/12/2019,05:45,Arclid,,,White circles to the right of a star. All in a straight line moving east one after another. Every now and then there would be odd ones
4/12/2019,06:20,Llanasa,,,"Moving 30-40 lights in a linear movement in sincrenisation as being as stars. ((NUFORC Note: ""Starlink"" satellites?? PD))))"
3/12/2019,06:15,Wirral,Merseyside,,Like a moving stars all 20 in a straight line no sound moving at speed of an areo plane. ((NUFORC Note: Starlink satellites? PD))
2/12/2019,17:45,Norwich,Norfolk,,"Lost time, went missing"
30/11/2019,05:20,LythamStAnnes,,,"15 stars moving quickly and silently over St Annes on Sea. ((NUFORC Note: ""Starlink"" satellites. PD))"
30/11/2019,00:05,Aylesbury,Buckinghamshire,,"triangle shaped craft fly over, low down, smooth medium to fast, faster than a plane, lower than a plane, no sound, 3 almost lights rou"
29/11/2019,06:15,Derby,Derbyshire,,white dots travelling in line
29/11/2019,06:13,Preston,Lancashire,,"Fast moving formation of bright lights. ((NUFORC Note: ""Starlink"" satellites? PD))"
28/11/2019,05:50,Pontypridd,Mid Glamorgan,,White dots in formation just appearing out of the sky in a straight line about 15/20 moving slow and steady. Could hear a low humming n
27/11/2019,05:40,Chichester,West Sussex,,"The stars moved in unison, without breaking formation. ((NUFORC Note: ""Starlink"" satellites? PD))"
27/11/2019,05:40,Chichester,West Sussex,,"I saw what looked like a Star constellation moving at speed in the night sky. ((""Starlink"" satellites??))"
30/10/2019,21:05,Castleford,,,"Orange light flying low and fast silently over Airedale, Castleford UK. Approx 21:05 10/30/19"
24/10/2019,03:00,Bishopsteignton,,,2 light green and blue clashing together and a flashing white light before and after
16/9/2019,18:45,Stoke-on-Trent,Staffordshire,,Weird looking shape in the sky that disappeared suddenly
6/9/2019,23:30,Stirling,Stirlingshire,,A blue/white point of light which would appear intermittently and turn in seemingly random directions moving extremely fast
29/8/2019,18:41,Brighton,East Sussex,,3 objects with white glow
8/8/2019,17:40,Barnes,,,Two orange orbs following each other moving in different directions ‘not straight lines’ the two orbs then merged together
3/8/2019,22:20,London,Greater London,,2 aircraft that seemed to have split into multiple
5/7/2019,22:40,Ipswich,Suffolk,,"Ball of light that looked like it was swirling around when zooming in closer (maybe pulsing), it glided along night sky, ((anonymous))"
28/6/2019,13:20,Alloa,,,Huge shiny rectangle flying over Scotland about the size of a footy pitch.
4/6/2019,16:20,Potters Bar,Hertfordshire,,Thin wobbing disk traveling south east to north west
31/5/2019,01:00,Oxton,,,Alien abduction testing
29/5/2019,05:00,Liverpool,Merseyside,,A shiny black orb that moved quickly through the sky.
21/5/2019,01:00,Par,Cornwall,,"triangular shaped object, with very bright white lights covering each wing"
15/5/2019,20:45,Nottingham,Nottinghamshire,,"Red light, later pulsating. Grew larger in size and emitted red downward beam."
12/5/2019,05:45,Tideswell,,,Trail of lights over UK. ((NUFORC Note: Starlink satellites? PD))
21/4/2019,06:04,Falmouth,Cornwall,,((NUFORC Note: No detailed information provided by source of report. We have requested a more-detailed report. PD))
20/4/2019,21:40,Smethwick,,,"White rounds dots, first thought it was a shooting star, then 5 more round lights passed in the same dir. ((Starlink satellites))"
13/4/2019,04:13,Alnwick,Northumberland,,"Initially I thought I was witnessing a fast-moving shooting-star, until it did an abrupt 180 degree turn. It was moving at crazy speeds"
5/4/2019,05:21,Plymouth,Devon,,Cigar shape craft crashing.
31/3/2019,21:45,Glastonbury,Somerset,,Bright light it was NOT a aircraft and not sound.
26/3/2019,20:05,GreatGlen,,,UFO moving across Sky (video evidence)
21/3/2019,17:26,Bridgwater,Somerset,,small house sized craft with green lights
12/3/2019,06:20,Keighley,West Yorkshire,,String of 38 white lights following each other in a perfect line at a measured distance apart. ((NUFORC Note: Satellites. PD))
25/2/2019,00:45,Paisley,Scotland,,Mysterious bright cylinder caught on cctv camera
12/2/2019,06:00,Bristol,Avon,,"Thought they were satellites but one kept appearing after another, perfect straight. ((NUFORC Note: Starlink satellites? PD))"
2/2/2019,21:50,Brompton,,,Shape can not be seen but the lights six to eight lights in circle flashing colour changing some time lights through the middle then in
21/1/2019,06:00,Lakenheath,,,"5+ red lights chased by helicopter, then aircraft scrambled from local RAF/USAF base"
20/1/2019,18:42,Alton,Hampshire,,somewhat large particularly bright light that became two lights appeared to be stationary/not moving.
20/1/2019,11:13,Kirkcaldy,Fife,,((NUFORC Note: No information provided by the source of the report. PD))
12/1/2019,06:00,Lincoln,Lincolnshire,,Looked like satellites moving across the sky but these were in formation. ((NUFORC Note: Spacelink satellites? PD))
12/1/2019,05:55,Bristol,Avon,,"we witnesses over 50 of the britest lights in a perfect line. ((NUFORC Note: ""Starlink"" satellites? PD))"
12/1/2019,05:55,Bristol,Avon,,5:55 today I was fishing with a mate on Bristol channel next to 7 bridge and we witnesses over 50 of the britest lights in a perfect li
10/1/2019,13:00,Keswick,Cumbria,,Glowing orb flying at angles
2/1/2019,19:45,Doncaster,South Yorkshire,,Stationary bright round UAP that quickly increased in light intensity. Then quickly went dark. A few seconds later it lit up again for
29/12/2018,20:20,M1southboundnearj8,,,Bright light appeared. We thought it was an aeroplane but because it was so bright and moved so fast we knew it couldn’t be.
24/12/2018,05:48,Stirling,Stirlingshire,,I was out early morning on Christmas Eve i walked down to the fence of the Lade and i had turned back as the gate stopped me from going
20/12/2018,17:30,London,London,,Static green light dropped vertically changer to red held static again and dropped vertically agagain
18/12/2018,19:40,Oulton,,,Saucer with different colors and flashing at high speed
13/12/2018,17:00,Barnstaple,Devon,,Triangular shape in the sky with blue lights
12/12/2018,20:00,Westlea,West Yorkshire,,The light flashed in the sky and dissapeared twice when walking the area with my dog I believe something hit as a field has a strange
11/12/2018,06:00,CiliauAeron,,,"A house-sized orb flying West then hovering, then East, sparks of molten metal."
26/11/2018,02:00,Buckie,Banffshire,,((HOAX??)) Chased my aliens. ((anonymous report))
10/11/2018,18:45,Falkirk,Stirlingshire,,"100% genuine photo, Scotland, UK. ((anonymous report)) ((NUFORC Note: No photo provided by witness, whom we cannot contact. PD))"
27/9/2018,23:00,Walsall,West Midlands,,Slowly moving round shaped light in clear sky suddenly dissappear very quickly
15/9/2018,20:50,,,,Fireball. Used torch to shine at it. It quickly disappeared. ((anonymous report))
25/8/2018,00:55,Bridgwater,Somerset,,"An object had taken off from my garden, leaving a long vapour trail, rising diagonally in line with the trees."
