Date and Time Reported,Date nuforc,Time norc,City,City2,county norc,occupation,Summary
11/28/2001 04:16,28/11/2001,04:16,Derby/Leicester border (UK/England),Derby/Leicester border ,#N/A,,"triangular ufo , Derby,Leicester border 28/11/01"
11/27/2001 20:00,27/11/2001,20:00,London (UK/England),London ,#N/A,,Glowing egg shaped craft
11/24/2001 20:00,24/11/2001,20:00,"Bicester, Oxfordshire (UK/England)",Bicester,Oxfordshire,,STATIONARY CIRCLE OF 12 EQUIDISTANT WHITE LIGHTS.
11/15/2001 22:00,15/11/2001,22:00,Darlington (UK/England),Darlington ,#N/A,,Myself and my sister saw a saucer shaped object in Norththern England
11/15/2001 22:00,15/11/2001,22:00,Bristol (UK/England),Bristol ,#N/A,,A slow moving black rectangular object with wavy edges.
11/15/2001 01:15,15/11/2001,01:15,London (UK/England),London ,#N/A,,Flying Pyramid over London....
11/14/2001 19:20,14/11/2001,19:20,Burnley (UK/England),Burnley ,#N/A,,silent and fast
11/12/2001 00:00,12/11/2001,00:00,London (UK/England),London ,#N/A,,"Whilst watching the Live CNN Coverage of the unfortunate Plane Crash in New York today, 12th November 2001, I could clearly see helicop"
11/11/2001 23:30,11/11/2001,23:30,Grimsby (UK/England),Grimsby ,#N/A,,"my brother see;s it first bright light come down very fast in front of our house,about 3-4miles away hovering over ahouse"
11/09/2001 20:30,9/11/2001,20:30,Slough (UK/England),Slough ,#N/A,,4 very fast orange lights moving eratically
11/02/2001 22:44,2/11/2001,22:44,London (UK/England),London ,#N/A,,Foreign Newsman sees wierd objects
11/01/2001 13:00,1/11/2001,13:00,London (UK/England),London ,#N/A,,"In Kensal Green Cematary we saw a slow moving, shiny object with stump wings and no jet stream."
10/31/2001 20:00,31/10/2001,20:00,Grimsby (UK/England) ?,Grimsby  ?,#N/A,,"The objects where T shaped, and travelled north, moved up/down every 10 seconds or so."
10/25/2001 23:00,25/10/2001,23:00,Hamilton (UK/Scotland),Hamilton ,#N/A,,"hovering lights,silent, making cloud"
10/15/2001 16:30,15/10/2001,16:30,"Swadlincote, Derbyshire (UK/England)",Swadlincote,#N/A,,"Two objects seen flying over Derbyshire, UK. Both keeping exact pace."
10/12/2001 20:30,12/10/2001,20:30,Cannock (UK/England),Cannock ,#N/A,,a triangular object moving in a southeasterly direction
10/08/2001 00:00,8/10/2001,00:00,Wigan (UK/England),Wigan ,#N/A,,THERE WERE SEVEN CRAFTS FLYING IN FORMATION BUT ONE WAS SLIGHTLY OUT OF FORMATION TO THE RIGHT.THEY WERE THE COLOUR OF A HOT COAL ORANG
10/04/2001 09:45,4/10/2001,09:45,London (UK/England),London ,#N/A,,Transparent disk leaves nuclear plant
09/24/2001 22:30,24/9/2001,22:30,Oldbury (UK/England),Oldbury ,#N/A,,black triangle in the sky with no sound
09/16/2001 17:30,16/9/2001,17:30,Falkirk (UK/Scotland),Falkirk ,#N/A,,"5.30 PM 16th Sept 2001, clear blue sky, Central Scotland (5 Miles East of Bonnybridge).I was in my back garden sorting some rubbish wit"
09/15/2001 22:00,15/9/2001,22:00,"Cobo Bay (UK, Channel Islands, Guernsey)",Cobo Bay ,#N/A,,lights down cobo bay
09/15/2001 00:00,15/9/2001,00:00,Harrogate (UK/England),Harrogate ,#N/A,,large rectangular object seen in the night sky
09/09/2001 05:30,9/9/2001,05:30,Lincoln (UK/England),Lincoln ,#N/A,,"A series of 15 white lights in a formation of a triangle,of which the bottom row of 5 lights changed from white intermittantly to orang"
09/08/2001 21:30,8/9/2001,21:30,St. Annes (UK/England),St. Annes ,#N/A,,UFO flys verically then dispears in a flash of white light
09/01/2001 02:30,1/9/2001,02:30,Blackburn (UK/England),Blackburn ,#N/A,,Egg shaped object. Managed to film it for about 30 mins!
08/30/2001 23:05,30/8/2001,23:05,Tidworth (UK/England),Tidworth ,#N/A,,I was having a smoke in my back yard and glansed up an saw a tear drop shaped object over my house it flew in a circular circuit over t
08/29/2001 23:30,29/8/2001,23:30,Nottingham (UK/England),Nottingham ,#N/A,,"we was on a return journey from visiting family,when a light almost blinded me .my passenger turned to me and said look out behind, i l"
08/28/2001 21:15,28/8/2001,21:15,Nottingham (UK/England),Nottingham ,#N/A,,a bright object like a fireball i was on my way home very dark night when i saw a fire ball of a sort of craft it came out of no were
08/26/2001 00:30,26/8/2001,00:30,Ipswich (Suffolk) (UK/England),Ipswich  ,#N/A,,"We were sitting on the lawn at a Bed & Breakfast in Pipps Ford, Suffolk UK looking at the stars on a particularly clear night. We saw a"
08/24/2001 23:50,24/8/2001,23:50,London (UK/England),London ,#N/A,,"round orange objects over london, england"
08/20/2001 00:00,20/8/2001,00:00,Dundee (Tayside; Alba) (UK/Scotland),Dundee  ,#N/A,,THE TIME JIST AFORE DAWN I WENT TO THE WINDOW AND WAS SUDDENLY AWARE OF DEFIND UNBLINDING CLEAN WHITE LIGHT INA SPHERE FORM.ITRIED ALWA
08/19/2001 23:45,19/8/2001,23:45,"Bridgewater, Somerset (Brent Knowle) (UK/England)",Bridgewater,#N/A,,"UFO sighting near Bridgewater, somerset, ENGLAND-"
08/19/2001 18:00,19/8/2001,18:00,Bognor (UK/England),Bognor ,#N/A,,changing shpe/colour numours times!!!!
08/16/2001 22:00,16/8/2001,22:00,Abersoch (UK/Wales),Abersoch ,#N/A,,"I was in Wales on holiday, lying on the grass watching the stars with my friend, and i happened to see this orange bright oval shape re"
08/16/2001 15:00,16/8/2001,15:00,Co.Durham (UK/England),Co.Durham ,#N/A,,"A bright white light speeding across a clear blue sky, suddenly stopping and then dissappearing."
08/15/2001 21:45,15/8/2001,21:45,"Norwich,Norfolk (UK/England)","Norwich,Norfolk ",#N/A,,"Main event. Fast star sized object downward path suddenly a ""flash"" and changed direction and upwards and away."
08/15/2001 21:45,15/8/2001,21:45,"Norwich,Norfolk (UK/England)","Norwich,Norfolk ",#N/A,,"Wed.Aug.15 at 21.45 hrs.Norwich, U.K. 5 fast moving star like. One downward, then a flash & ichange in direction, upward & away from us"
08/15/2001 00:00,15/8/2001,00:00,Surry (UK/England),Surry ,#N/A,,5 alien crafts circled my area then flew over my head.
08/12/2001 17:00,12/8/2001,17:00,Dunkeld (UK/Scotland),Dunkeld ,#N/A,,Bright flame in night sky moving at variable speed and seemed to be controlled and was silent
08/12/2001 02:40,12/8/2001,02:40,Stoke-on-Trent (UK/England),Stoke-on-Trent ,#N/A,,VERY BIG UFO ROUNDISH AND UNEXSPECTED ROUNDISH COLOURD LIGHTS (IN BEAMS)
08/11/2001 08:20,11/8/2001,08:20,London (UK/England),London ,#N/A,,"I felt compelled to look up into the sky, even though i had heard nothing"
08/10/2001 22:45,10/8/2001,22:45,Worcestershire (UK/England),Worcestershire ,#N/A,,"it looked like a bright star moving very fast, there was no sound, it moved across the sky about a mile and vanished the sky was full o"
08/04/2001 01:30,4/8/2001,01:30,Worthing (UK/England),Worthing ,#N/A,,U.F.O IN SURRY FOR 1 HOUR
08/01/2001 22:00,1/8/2001,22:00,Oxford (UK/England),Oxford ,#N/A,,the ufo was bright and went from horizon to horizon in 3 minutes. There was no sound.
07/31/2001 00:30,31/7/2001,00:30,Southampton (UK/England),Southampton ,#N/A,,"Slow moving, bright light vanishing in a clear sky."
07/29/2001 21:30,29/7/2001,21:30,Hamilton (UK/Scotland),Hamilton ,#N/A,,Hamilton is on the aircraft approach from the south to Glasgow airport (and there were aircraft in the vacinity right at that time)but
07/27/2001 20:55,27/7/2001,20:55,Whitchurch (UK/England),Whitchurch ,#N/A,,"a noisy, silver oval aircraft."
07/27/2001 00:00,27/7/2001,00:00,"Lowestoft, Suffolk (UK/England)",Lowestoft,Suffolk,,"UFO ring shaped passing by at moderate speed during airshow in England, Lowestoft, Suffolk."
07/22/2001 22:51,22/7/2001,22:51,Addlestone (near Heathrow Airport) (UK/England),Addlestone  ,#N/A,,bright high orbit object seen near heathrow england
07/22/2001 16:30,22/7/2001,16:30,Liverpool (UK/England),Liverpool ,#N/A,,"SPINING SILVER CYLINDER APPROX HIGHT 1800ft,FOUR BRITISH ARMY HELICOPTERS IN PURSUIT OBJECT CLIMED FOUR CLOUD COVER HELICOPTERS BROKE F"
07/20/2001 13:00,20/7/2001,13:00,Leicester,Leicester,Leicestershire,,"Cigar shaped object surrounded by multiliple smaller objects, merging and separating multiple times."
07/20/2001 02:00,20/7/2001,02:00,Aberdeen (UK/Scotland),Aberdeen ,#N/A,,UFO in North East Scotland.
07/15/2001 23:37,15/7/2001,23:37,Sheffield (UK/England),Sheffield ,#N/A,,Help i saw this and now i have told my story i need to know if you have seen this.
07/15/2001 22:45,15/7/2001,22:45,Ashford (UK/England),Ashford ,#N/A,,"fast moving, rectangular, smooth, silent bright object."
07/15/2001 21:15,15/7/2001,21:15,Coventry (UK/England),Coventry ,#N/A,,Light that moved at incredible angles with extreme speed.
07/15/2001 07:43,15/7/2001,07:43,Gloucester (UK/England),Gloucester ,#N/A,,"ufo in sky over gloucester, england - 2 objects"
07/15/2001 04:19,15/7/2001,04:19,Bournemouth (UK/England),Bournemouth ,#N/A,,very bright static light sighted early morning in the East on July 15th 2001
07/08/2001 02:42,8/7/2001,02:42,Rawtenstall (UK/England),Rawtenstall ,#N/A,,I SAW A UFO IN Rawtenstall..
07/07/2001 07:20,7/7/2001,07:20,Bath (UK/England),Bath ,#N/A,,"Bath, Metallic disk/saucer, 2 minutes. 500 Lights On Object0: Yes"
07/06/2001 19:00,6/7/2001,19:00,"Thornbury, Bristol UK (England)",Thornbury,#N/A,,"White spherical craft seen in evening near to Sun , vanishing at incredible speed ."
07/04/2001 07:31,4/7/2001,07:31,Weston-super-Mare (UK/England),Weston-super-Mare ,#N/A,,Strange lights seen in storm
07/01/2001 22:35,1/7/2001,22:35,Scarborough (UK/England),Scarborough ,#N/A,,"Spherical ball of light, phased out, appeared in three different places and was above the ground."
07/01/2001 20:00,1/7/2001,20:00,London (UK/England),London ,#N/A,,Lights over Brentford
06/30/2001 23:45,30/6/2001,23:45,Manchester (UK/England),Manchester ,#N/A,,glowing sphere
06/30/2001 04:00,30/6/2001,04:00,Hereford (UK/England),Hereford ,#N/A,,uk sighting between hereford abergaveny which was joined by 3 helcopters from nearby sas base
06/24/2001 23:45,24/6/2001,23:45,Derby (UK/England),Derby ,#N/A,,Slow moving gold coloured boomerang shaped craft
06/21/2001 00:30,21/6/2001,00:30,Basingstoke (UK/England),Basingstoke ,#N/A,,"satilte object flying directly overhead, bright beam, returned to bright star in night sky, faded into overhead sky."
06/20/2001 22:30,20/6/2001,22:30,Tunbridge Wells (UK/England),Tunbridge Wells ,#N/A,,"moving bright ""star"" made zigzag manouver and slowly faded"
06/18/2001 07:50,18/6/2001,07:50,Wigan (UK/England),Wigan ,#N/A,,an object at high altitude
06/15/2001 23:00,15/6/2001,23:00,Manchester (UK/England),Manchester ,#N/A,,"At 23:00 on the 15/6/01 i looked out a my bedroom window,i noticed to the north of me was a brilliant bright light high up in the sky.T"
06/13/2001 23:10,13/6/2001,23:10,"Trowbridge, Wiltshire (UK/England)",Trowbridge,Wiltshire,,Triangle shaped craft deliniated by lights which broke up and went in different directions.
06/10/2001 21:00,10/6/2001,21:00,Skelmanthorpe (UK/England),Skelmanthorpe ,#N/A,,"Large group of lights flying incredibly fast, west to east with no sound ."
06/07/2001 23:20,7/6/2001,23:20,Manchester (UK/England),Manchester ,#N/A,,A birght light over South Manchester U.K.
06/01/2001 00:00,1/6/2001,00:00,,,#N/A,,Wait till you see the video thats to be released by a US Newsgroup of a very very large craft[ESTEMATED AT ABOUT THREE MILES IN WIDTH].
05/30/2001 23:20,30/5/2001,23:20,Wrexham (UK/England),Wrexham ,#N/A,,Large bright light rapidly climbing in an arc into a pinprick then vanishing.
05/27/2001 01:30,27/5/2001,01:30,Leeds (UK/England),Leeds ,#N/A,,While searching for a star I spotted a air born pyramid.
05/24/2001 00:57,24/5/2001,00:57,Winchester (UK/England),Winchester ,#N/A,,Caterpillar of 4b orange orbs linked like atrain moving very fast in BW to SE direction over Winchester UK
05/23/2001 21:11,23/5/2001,21:11,Manchester (UK/England),Manchester ,#N/A,,"there were two, then there were four"
05/20/2001 23:00,20/5/2001,23:00,London (UK/England),London ,#N/A,,An amazing and beautiful collection of bright lights that spoke kindly and manipulated matter.
05/20/2001 18:00,20/5/2001,18:00,"Knaresborough, North Yorkshire (UK/England)",Knaresborough,#N/A,,there was 2 redish orange glowing spheres spinning round themselves heading my way
05/17/2001 22:15,17/5/2001,22:15,Middlesborough (UK/England),Middlesborough ,#N/A,,"I was stood having a cigarette in the garden and as usual i just looked up at the stars, especially Orion, and a light only seen as a s"
05/14/2001 22:30,14/5/2001,22:30,Exeter (UK/England),Exeter ,#N/A,,It was bright bluey white no exast no sound that I new of and dissapeard leaving only a splitt second of orange
05/13/2001 20:00,13/5/2001,20:00,Rugeley (UK/England),Rugeley ,#N/A,,"It was pureley by chance that this unidentified object was spotted by my friend and I, I was preparing to go to work for the evening, w"
05/11/2001 20:32,11/5/2001,20:32,London (UK/England),London ,#N/A,,Three lights rotated in perfect sychronisity then dispersed across the sky.
05/11/2001 00:00,11/5/2001,00:00,London (UK/England),London ,#N/A,,Hostile close up encounter. 500 Lights On Object0: Yes
05/08/2001 20:50,8/5/2001,20:50,"Folkestone, Kent (UK/England)",Folkestone,Kent,,Black balloon/round shaped going extremely fast over the South East coast of England.
05/04/2001 21:30,4/5/2001,21:30,Glasgow (UK/Scotland),Glasgow ,#N/A,,"A silver disc, hovered and moved side to side. Faded away at the end."
04/28/2001 23:10,28/4/2001,23:10,Lancashire (UK/England),Lancashire ,#N/A,,4 spheres apeared from nowhere and left at high speed.
04/26/2001 23:30,26/4/2001,23:30,Brendon (UK/England),Brendon ,#N/A,,FAST SNAKING AND RISING GOLDEN STAR.
04/26/2001 19:00,26/4/2001,19:00,London (UK/England),London ,#N/A,,"Grey oval shaped object seen moving across Primrose hill, London"
04/26/2001 18:45,26/4/2001,18:45,Norwich (there was officer's on the port side) (UK/England),Norwich  ,#N/A,,"Dome shaped UFO in Norfolk, England"
04/17/2001 04:05,17/4/2001,04:05,Barnstaple (UK/England),Barnstaple ,#N/A,,Earth Orbit Altitude 3 Object White Triangle Formation
04/12/2001 00:25,12/4/2001,00:25,Gosforth (UK/England),Gosforth ,#N/A,,A large circular flying object with flashing lights on it.
04/07/2001 22:54,7/4/2001,22:54,Eynsham (UK/England),Eynsham ,#N/A,,1 landed and abducted the dog
04/06/2001 16:34,6/4/2001,16:34,London (UK/England),London ,#N/A,,Dark blue with green lights and moving very fast.
03/30/2001 09:10,30/3/2001,09:10,Solihull (UK/England),Solihull ,#N/A,,Cigar shaped object with flashing lights and a buzzing sound
03/27/2001 12:10,27/3/2001,12:10,London (UK/England),London ,#N/A,,thin shape that rotated around like a rectangle parachute
03/13/2001 19:30,13/3/2001,19:30,Mexborough/South Yorkshire (UK/England),Mexborough/South Yorkshire ,#N/A,,"an object the size and brightness of a star was seen zig zagging over South Yorkshire , before moving out of view."
03/13/2001 16:00,13/3/2001,16:00,Glasgow (UK/Scotland),Glasgow ,#N/A,,singal object. then splits into two objects. small roung glowing object. travelling fast
03/10/2001 01:23,10/3/2001,01:23,Yorkshire (UK/England),Yorkshire ,#N/A,,25 see metalic ball in the yorkshire moors.
03/04/2001 19:30,4/3/2001,19:30,Pewsey (UK/England),Pewsey ,#N/A,,a star or a UFO but it moved?
03/02/2001 18:50,2/3/2001,18:50,Fleetwood (UK/England),Fleetwood ,#N/A,,"3 bright triangular lights,(red) with another a short distance from the triangular base on the right side as observed ( the triangle wa"
03/01/2001 10:35,1/3/2001,10:35,Leeds (UK/England),Leeds ,#N/A,,"A UFO mistaken for an aeroplane, caught on camera."
02/28/2001 23:50,28/2/2001,23:50,Caldicot (UK/Wales),Caldicot ,#N/A,,"flashing white light taperingout as it moved then reappearing in a completely different part of the sky,as if it was attached to a huge"
02/28/2001 05:00,28/2/2001,05:00,Glasgow (UK/Scotland),Glasgow ,#N/A,,Cone shape crafts sighted on outskirts of Glasgow
02/21/2001 03:00,21/2/2001,03:00,Surrey (UK/England),Surrey ,#N/A,,to giant flashes in the sky ( bright white ) with no sound
02/17/2001 19:10,17/2/2001,19:10,"Blackpool, Lancashire (UK/England)",Blackpool,Lancashire,,Single light source definately not aircraft (I worked with aircraft for 8 years) extreme speed west to east faded rather than go out of
02/16/2001 20:20,16/2/2001,20:20,Aberdeen (UK/Scotland),Aberdeen ,#N/A,,star like objects travelling fast
02/16/2001 18:30,16/2/2001,18:30,Willerby (near Hull) (UK/England),Willerby  ,#N/A,,we saw 2 lights in the sky following each other they were not planes there was no noise
02/16/2001 18:20,16/2/2001,18:20,Nottingham (UK/England),Nottingham ,#N/A,,"Strange pairs of lights seen at night over Nottingham, England, UK."
02/12/2001 18:30,12/2/2001,18:30,Glasgow (UK/Scotland),Glasgow ,#N/A,,weirdest thing we have ever seen certainly not an aircraft
02/11/2001 22:30,11/2/2001,22:30,St. Albans (UK/England),St. Albans ,#N/A,,One bright flare-like light with 3 pinpoint lights moving towards it
02/08/2001 19:44,8/2/2001,19:44,Wakefield (UK/England),Wakefield ,#N/A,,"IT WAS BRIGHT GREEN, WITH A ORANGE/YELLOW TAIL, MOVING FROM EAST TO WEST, DID NOT HEAR ANY SOUNDS FROM IT, ALL HAPPEND IN A FEW SECONDS"
02/08/2001 19:41,8/2/2001,19:41,Bolton (UK/England),Bolton ,#N/A,,1 aircraft red light rear white light front disappeared clear night full moon.
02/07/2001 22:24,7/2/2001,22:24,Liverpool (UK/England),Liverpool ,#N/A,,"its shape started off as an egg shape then changed into a dimond shape, it was bright orange then it turned a pale green when it shrunk"
02/07/2001 20:50,7/2/2001,20:50,Manchester (UK/England),Manchester ,#N/A,,4 bright yellow/orange light appeared.descended towards the ground.after a while headed up towards the sky and completely disappeared.
02/06/2001 22:50,6/2/2001,22:50,Carlisle (UK/England),Carlisle ,#N/A,,Three dark grey saucers in the air hovering.
02/02/2001 19:20,2/2/2001,19:20,Hull (UK/England),Hull ,#N/A,,"YHELLO , WELL ME AND MY WIFE WHERE OUTSIDE LOOKING AT THE LARGE LIGHT IN THE SKY WHICH WE PRESUME IS MEIRS LIGHT , THEN I JUST CAUGHT S"
01/26/2001 23:45,26/1/2001,23:45,Liverpool (UK/England),Liverpool ,#N/A,,"A Diamond shaped, silent, fast, object travelling across the sky."
01/26/2001 21:08,26/1/2001,21:08,Carlisle (UK/England),Carlisle ,#N/A,,Fast moving bright light seen in sky over Carlisle
01/25/2001 06:10,25/1/2001,06:10,Isle of Wight (UK/England),Isle of Wight ,#N/A,,"The sighting was seen at 06.10am on Thursday 25 January 2001 in Ventnor on the Isle of Wight, England. My name is Mary Short and I am"
01/22/2001 09:55,22/1/2001,09:55,Manchester (UK/England),Manchester ,#N/A,,transparent teardrop/bauble UFO
01/22/2001 02:50,22/1/2001,02:50,Leicester (UK/England),Leicester ,#N/A,,oval shaped blue light
01/20/2001 19:40,20/1/2001,19:40,Fleetwood (UK/England),Fleetwood ,#N/A,,5 orange or amber lights changed formation moved away ot to sea slowly.
01/19/2001 23:35,19/1/2001,23:35,Aberdeen (UK/Scotland),Aberdeen ,#N/A,,It was trully Amzing but frightening at the same time i would like nothing more than to find out what they were.
01/18/2001 21:15,18/1/2001,21:15,UK/England,UK/England,#N/A,,"Two bright moving lights, silent and pink in colour !"
01/15/2001 19:30,15/1/2001,19:30,Sheffield (UK/England),Sheffield ,#N/A,,"i have top footage of this event , and i dont think anyone can question it"
01/15/2001 18:00,15/1/2001,18:00,Glasgow (Near) (UK/Scotland),Glasgow  ,#N/A,,Falling bright light
01/13/2001 18:01,13/1/2001,18:01,Sheffield (UK/England),Sheffield ,#N/A,,"18:01 13/01/01 ORANGE FIREBALL PLUNGED DIRECTLY TO EARTH N.EAST ROTHER VALLEY PARK, AIRCRAFT NEARBY BUT MOVING AWAY SHEFFIELD ENGLAND."
01/12/2001 22:30,12/1/2001,22:30,St.Leonards-on-Sea (UK/England),St.Leonards-on-Sea ,#N/A,,Four or five vapour trails seen travelling at high speed through the sky.
01/11/2001 20:45,11/1/2001,20:45,Nottingham (UK/England),Nottingham ,#N/A,,"3 flashing lights verticle formation in sky, 1 dissapears, some moments later other 2 dissapear."
01/11/2001 18:00,11/1/2001,18:00,Norwich (UK/England),Norwich ,#N/A,,Static oblong UFO which changed shape.
01/09/2001 22:45,9/1/2001,22:45,Stafford (UK/England),Stafford ,#N/A,,CIRCULAR GREEN LIGHT OVER HOUSING ESTATE.
01/03/2001 22:00,3/1/2001,22:00,Burnley (UK/England),Burnley ,#N/A,,"25 v shaped objects flying in formation at low altitude,then climbed quickly to high altitude, were stationary then disappeared"
01/03/2001 18:20,3/1/2001,18:20,Cambridge (UK/England),Cambridge ,#N/A,,grey boomerang almost tye same colour as the sky
01/03/2001 00:00,3/1/2001,00:00,Birmingham (UK/England),Birmingham ,#N/A,,"Fluttering amorphous shape in night sky, transparent or camoflaged against stars and not moving"
12/27/2000 22:35,27/12/2000,22:35,Leeds (UK/England),Leeds ,#N/A,,"Sausage shape, bright white, traveling east to west."
12/27/2000 19:15,27/12/2000,19:15,"Ballater, Aberdeenshire (UK/Scotland)",Ballater,#N/A,,"Triangular Craft hovering above the trees at the roadside 5 miles from Queens summer residence, Balmoral Castle, Royal Deeside Scotland"
12/20/2000 23:15,20/12/2000,23:15,Whaley Bridge (UK/England),Whaley Bridge ,#N/A,,Glowing fuzzy ball that seemed to crash into a valley of forest.
12/18/2000 12:30,18/12/2000,12:30,London (UK/England),London ,#N/A,,i was amazed and i stared and fixed on the image. just like other members in the hall
12/13/2000 20:00,13/12/2000,20:00,Harwich (UK/England),Harwich ,#N/A,,Bright horizontal light
12/13/2000 19:45,13/12/2000,19:45,"Stradbroke, Suffolk (UK/England)",Stradbroke,#N/A,,White and red bright flashing lights ion the shape of a Saucer.
12/11/2000 15:20,11/12/2000,15:20,Grantham (UK/England),Grantham ,#N/A,,A string of lights just below cloud level.
12/06/2000 21:30,6/12/2000,21:30,Sunderland (UK/England),Sunderland ,#N/A,,Large grey tringular hovering object
12/03/2000 23:30,3/12/2000,23:30,New Forest (UK/England),New Forest ,#N/A,,it was flying low hovering at first the moving off slowly before it dissaperd
11/25/2000 01:00,25/11/2000,01:00,Chelmsford (UK/England),Chelmsford ,#N/A,,5 diamond shaped craft produce electric current.
11/24/2000 23:30,24/11/2000,23:30,Slough (UK/England),Slough ,#N/A,,white bright light hovering then just shot of faster than ever
11/15/2000 23:48,15/11/2000,23:48,Newmarket (UK/England),Newmarket ,#N/A,,"Two craft,One small diamond,one large triangle moving silently and close together."
11/14/2000 15:45,14/11/2000,15:45,Ilford/Harwich (UK/England),Ilford/Harwich ,#N/A,,Vey fast ufo seen at 2 locations. 80 miles distant. within minutes of each other
11/12/2000 17:00,12/11/2000,17:00,Kent (UK/England),Kent ,#N/A,,how it made me felt and were it was
11/12/2000 07:00,12/11/2000,07:00,Middlesbrough (UK/England) ??,Middlesbrough  ??,#N/A,,"bright disk object , very fast"
11/10/2000 00:05,10/11/2000,00:05,Walton on Thames Surrey (UK/England),Walton on Thames Surrey ,#N/A,,"Shimmering red and blue stayed dead still, disappeared getting smaller"
11/02/2000 18:40,2/11/2000,18:40,Billericay (UK/England),Billericay ,#N/A,,5 rotating lights in sky
10/29/2000 06:00,29/10/2000,06:00,"Dorchester, Dorset (UK/England)",Dorchester,Dorset,,White glowing disk above Dorchester Dorset in England
10/29/2000 06:00,29/10/2000,06:00,"Dorchester, Dorset (UK/England)",Dorchester,Dorset,,"2 WHITE DISKS SEEN HOVING OVER DORCHESTER , DORSET ,ENGLAND"
10/28/2000 20:05,28/10/2000,20:05,Brandon (County Durham)(UK/England),Brandon ,#N/A,,"Slow moving horizontal tear shaped craft over Brandon, County Durham, no deviation or erratic movement"
10/27/2000 11:45,27/10/2000,11:45,Sunderland (UK/England),Sunderland ,#N/A,,This report was made in my local newspaper 'The Sunderland Echo' on 27th October 2000 WEAR UFO IS SPOTTED WITHIN FEET OF A JET INVESTIG
10/22/2000 20:50,22/10/2000,20:50,Bridlington (UK/England),Bridlington ,#N/A,,red light comming from south[hull]]clear night flow over bridlington south beech to flambough head as it passed over they was on sound
10/20/2000 23:00,20/10/2000,23:00,Newport (UK/England),Newport ,#N/A,,"Diamond, Transparent, destorting background stars."
10/20/2000 20:20,20/10/2000,20:20,Scunthorpe (UK/England),Scunthorpe ,#N/A,,A silent triangular object around 60 feet corner to corner
10/15/2000 18:30,15/10/2000,18:30,London (UK/England),London ,#N/A,,A large very bright light!
10/12/2000 20:08,12/10/2000,20:08,"Brixham, Devon (UK/England)",Brixham,Devon,,"Unusual lights which blink on and off, before one disappears and one starts moving and flies across the horizon."
10/11/2000 22:09,11/10/2000,22:09,Dolgellau (UK/Wales),Dolgellau ,#N/A,,How two became one.
10/11/2000 19:30,11/10/2000,19:30,London (UK/England),London ,#N/A,,Diamond shaped ufo seen pulsing for short time near London England
10/06/2000 22:00,6/10/2000,22:00,UK/England,UK/England,#N/A,,"RED TRIANGLES, WHITE SPOTS--------VERY FAST!!!!!"
10/01/2000 20:00,1/10/2000,20:00,Tillicoultry (central Scotland) (UK/Scotland),Tillicoultry  ,#N/A,,"Hovered, huge, flashing, silent, wierd."
09/30/2000 22:10,30/9/2000,22:10,Ipswich (UK/England),Ipswich ,#N/A,,"3 glowing spheres bobbing east to northwest over ipswich UK, at 10pm on 30/8/00"
09/27/2000 22:15,27/9/2000,22:15,Newcastle (UK/England),Newcastle ,#N/A,,followed by a ufo!
09/22/2000 19:38,22/9/2000,19:38,Penrith (UK/England),Penrith ,#N/A,,"Lights in the sky, moving in formation at great speeds."
09/20/2000 22:30,20/9/2000,22:30,Padstow (UK/England),Padstow ,#N/A,,"Flashing lights seen as half-mile wide object in night sky above padstow,England"
09/20/2000 22:30,20/9/2000,22:30,Bridgnorth (UK/England),Bridgnorth ,#N/A,,Very fast - in formation flying lights with NO sound and vanishing
09/20/2000 20:30,20/9/2000,20:30,Swansea (UK/Wales),Swansea ,#N/A,,object seemd to sense it was being observed.
09/20/2000 00:00,20/9/2000,00:00,UK/England,UK/England,#N/A,,"Sept 2000 Wiltshire England Vivid green ball going very fast, football size RAF Lyneham approx 20 secs"
09/17/2000 21:05,17/9/2000,21:05,Birmingham (UK/England),Birmingham ,#N/A,,"The objects that was encounted was a delta wing construstion.The wing span was about 100ft across app,there was two objects observed tr"
09/17/2000 19:45,17/9/2000,19:45,Nottinghamshire (UK/England),Nottinghamshire ,#N/A,,Delta chevron of lights with no solid form behind that was visible.
09/16/2000 19:30,16/9/2000,19:30,Glasgow (UK/Scotland),Glasgow ,#N/A,,we saw 4 bright colours diamond shaped flying objects.
09/15/2000 20:00,15/9/2000,20:00,Ashburton (UK/England),Ashburton ,#N/A,,L-shaped building with luminus edges
09/15/2000 13:20,15/9/2000,13:20,Wythenshawe (UK/England),Wythenshawe ,#N/A,,my walls look nice
09/10/2000 19:00,10/9/2000,19:00,Bradford/Baildon Moor (UK/England),Bradford/Baildon Moor ,#N/A,,UFO OVER MOORS?
09/03/2000 20:20,3/9/2000,20:20,London (UK/England),London ,#N/A,,"I WILL BE VERY SURPRISED IF NO REPORTS OF THIS SIGHTING COME FORWARD, UNLESS SURPRESSED BY THE AUTHORITIES ."
09/01/2000 17:00,1/9/2000,17:00,London (UK/England),London ,#N/A,,"The object was disc shaped, very bright, appeared to have portholes, had a flashing light on top. it seemed to hang suspended in the sk"
08/31/2000 22:35,31/8/2000,22:35,Northampton (UK/England),Northampton ,#N/A,,"I was walking across an open park area, when I noticed a strange light in the sky. The light was very bright, and far too big to be a s"
